PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 1. polrok 2016;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
MVDr. Igor Rohoň, Farmake s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
TILIA-LEK, s.r.o.;Sabinov;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
PhMr. Tomáš Tink, TINK s.r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
RONDEL - TOMSON, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Farmaplus, spoločnosť s ručením obmedzeným;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Jana Rangelová;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
FARMABLA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Farmex, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAKOL spol.s r.o.Ľubotice;Ľubotice;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Národné rehabilitačné centrum;Kováčová;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
PharmDr.Andrea Uhrinová, Lekáreň POD HÁJOM;Púchov;Okres Púchov;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Na sídlisku Mier, s.r.o., Mgr. Helena Štubňová;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
FARMAFARM, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Viera Albertová Lekáreň Polianka;Jesenské;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
D.I.Z. spol. s r.o., RNDr. Zuzana Juhásová;Košice - Myslava;Okres Košice II;Košický kraj;0,00;0,00;;;;
LEKAND, s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
FARMAVES, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMIS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
