PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2016;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
Warren Generics  s.r.o.,;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Teofarma S.r.l., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;1 836,12;;;;
GE Healthcare AS;Zahraničie;Zahraničie;Zahraničie;;;1 510,00;;;
Medindex spol.s r.o.;Zahraničie;Zahraničie;Zahraničie;15 341,00;0,00;2 568,00;;;
VUAB Pharma a.s., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;13 631,89;;;;
Pronova BioPharma Norge AS, Nórsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Mylan Medical SAS, Francúzsko;Zahraničie;Zahraničie;Zahraničie;6 674,56;3 540,00;;;;
AstraZeneca UK Limited;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Casen Recordati S.L, Španielsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
GlaxoSmithKline Pharmaceuticals SA, Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Adamed Czech Republic s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Generics (U.K.) Limited, UK;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Santé s.a.s, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Vertex Pharnaceuticals, Boston;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Profarma-Produkt, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Otsuka Pharmaceutical Europe Ltd., United Kingdom;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;142 133,22;205 367,93;110,00;
Indivior UK Limited;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Bayer Oy;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
ViiV Healthcare UK Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
AstraZeneca AB , Švédske kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
CHEPLAPHARM Arzneimittel GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Glim Care s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;671,00;;;;
INN-FARM d.o.o., Slovinsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Serono S.p.A, Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Nicobrand Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Terézia Ferancová, VZP Sanitas;Žilina;Okres Žilina;Žilinský kraj;300,00;0,00;;;;
Mgr.Viera Mokrišová;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;;;;;;
Lekaren;Oravské Veselé;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Mgr. Mária Karcolová, Lekáreň RUTA;Istebné;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
Lekáreň ALFA;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
Oravská poliklinika Námestovo;Námestovo;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
FNsP Žilina - Nemocničná lekáreň, oddelenie výdaja;Žilina;Okres Žilina;Žilinský kraj;;;;;;
FNsP Žilina - Nemocničná lekáreň;Žilina;Okres Žilina;Žilinský kraj;;;;;;1 952,56
FNsP Žilina;Žilina;Okres Žilina;Žilinský kraj;;;;;;
Liptovská nemocnica s poliklinikou MUDr. Ivana Stodolu Liptovský Mikuláš;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
EuDent, s. r. o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
HBM Pharma;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
BB Pharma s.r.o.;Martin;Okres Martin;Žilinský kraj;2 265,62;0,00;;;;
Vitalis, s.r.o.;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;;;;8 375,00;;
SlovenaPharm s.r.o;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
PARACELSUS, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
FARMACIA spol. s r. o.;Námestovo;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
PharmDr.Ivica Blahútová-Lekáreň Tilia 3;Likavka;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
PharmDR. Alena Chytilová - Lekáreň U Anjela;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
Lekáreň Salamandra;Liptovské Sliače;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Top Pharmex Ružomberok s.r.o;Ružomberok;Okres Ružomberok;Žilinský kraj;1 272,30;0,00;;;;
Lekáreň na námestí,s.r.o.;Rajec;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Podhák, s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
ZDRAVIE VITAL, s.r.o.;Varín;Okres Žilina;Žilinský kraj;;;;;;
Hu-Fa Dental;Čadca;Okres Čadca;Žilinský kraj;380,00;0,00;;;;
FARMACIA PLUS, spol. s r.o.;Námestovo;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
LEKÁREŇ SALVE, S R.O.;Žilina;Okres Žilina;Žilinský kraj;800,00;;;;;
Lekaren Lietavska Lucka, s.r.o.;Lietavská Lúčka;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
JUKA s.r.o.;Raková;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
ORTOSPINE,s.r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;159 036,00;0,00;4 207,00;;;
Lekáreň SILOE, s.r.o.;Martin;Okres Martin;Žilinský kraj;762,00;;;;;
MS.IZIS s.r.o.;Malý Čepčín;Okres Turčianske Teplice;Žilinský kraj;0,00;0,00;;;;
Lekáreň sv.Michala s.r.o.;Rajec;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
LEKÁREŇ POD RAČOU, spol. s r. o.;Oščadnica;Okres Čadca;Žilinský kraj;250,00;0,00;;;;
PharmExpo s.r.o;Ružomberok;Okres Ružomberok;Žilinský kraj;946,60;0,00;;;;
PharmReal s.r.o;Ružomberok;Okres Ružomberok;Žilinský kraj;1 418,74;0,00;;;;
Lekareň Kamilka Čadca, s.r.o.;Stará Bystrica;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
CASTANEA,s.ro.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Kysucká lekárenská s.r.o.;Kysucké Nové Mesto;Okres Kysucké Nové Mesto;Žilinský kraj;12 559,68;;;;;
Pharmcentrum, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Anna-Mária, s.r.o.;Krásno nad Kysucou;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Senium Medica s.r.o.;Martin;Okres Martin;Žilinský kraj;44 828,41;;;;;
PharmDr.Igor Minarovič, PhD.;Čadca;Okres Čadca;Žilinský kraj;;;154,00;;;
Mgr.Jiřina Medvecká;Zázrivá;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
PharmDr.Ida Krupinská Lekáreň Ida;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň pri stanici Vrútky, s.r.o.;Vrútky;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Profipharma s.r.o;Rudina;Okres Kysucké Nové Mesto;Žilinský kraj;2 540,00;3 182,00;;;;
Bea, s.r.o;Rabča;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
PHAREX, s.r.o.;Martin;Okres Martin;Žilinský kraj;343 101,70;3 623,51;;;;
lekáreň CARITAS, s.r.o.;Martin;Okres Martin;Žilinský kraj;140,00;;;;;
Lekáreň Jantár s.r.o;Ružomberok;Okres Ružomberok;Žilinský kraj;1 643,40;0,00;;;;
ŠpitalPharm s.r.o;Ružomberok;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Avicena LM s.r.o.;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
Lekaren ASTER;Lokca;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Lekáreň pod Kameným, s.r.o.;Novoť;Okres Námestovo;Žilinský kraj;216,00;0,00;;;;
AKNEL Pharm;Varín;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Farmácia Martin a.s.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
UVEA MEDIKLINIK, s.r.o.;Martin;Okres Martin;Žilinský kraj;3 825,00;;;;;
LKA invest, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
LEKAREŇ KOŠŤANY S.R.o.;Košťany nad Turcom;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekaren ARNIKA MEDI;Habovka;Okres Tvrdošín;Žilinský kraj;0,00;0,00;;;;
4USt.spol.sr.o.;Námestovo;Okres Námestovo;Žilinský kraj;5 000,00;;;10,00;;10,00
PEDAG s.r.o.;Párnica;Okres Dolný Kubín;Žilinský kraj;250,00;;;;;
Medichronos s.r.o;Ružomberok;Okres Ružomberok;Žilinský kraj;797,70;0,00;;;;
Lekáreň Centrum s.r.o;Martin;Okres Martin;Žilinský kraj;372,00;;;;;
Pharmliptov s.r.o.;Liptovský Hrádok;Okres Liptovský Mikuláš;Žilinský kraj;30 240,00;0,00;;;;
Lekáreň pri Galérii, s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Tableta, spol. s r.o.;Námestovo;Okres Námestovo;Žilinský kraj;119,52;;;;;
Lekáreň u Štefánika, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Čadca, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;;;;154,00;;
EkoMedica s.r.o;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
PharmDr.Alena Sidorová;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Melissa Martin s.r.o.;Martin;Okres Martin;Žilinský kraj;;;;;;
Lekáreň u Dobrého Pastiera, s.r.o.;Sučany;Okres Martin;Žilinský kraj;960,00;;;;;
MG Pharm s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekaren Teplicka;Rosina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Košúty s.r.o.;Martin;Okres Martin;Žilinský kraj;450,01;;;;;
Lekáreň Eva Martin, s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň Nemocničná;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;200,00;0,00;;;;
CA-Pharmacy;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Apotheke06 s.r.o;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň VIA NATURA;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;20,00;;0,00
4Medica s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
PHARMED service, s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
KNOLL PHARMA s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
HOMEO CENTRUM s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
MojeLIEKY.sk s.r.o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;0,00;0,00;;;;
CEDOME, s. r. o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;0,00;0,00;;;;
3M Slovensko s. r. o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
VIVAX EuroAsia, s.r.o.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
FARMATOP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Bc. Jozef Bojčík, Medi Cool s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
FARMAPP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMATIN, spol. s r.o., Lekáreň Stráňany;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
CORTEX SK, s.r.o.;Sabinov;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
Pharma, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
IM Pharma, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAVES, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Pharmedica Slovakia, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
BARDFARM s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
FARMSTRED spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Farmake s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - MC, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ELIXÍR spol.s r.o.;Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;;;
FORTUNAPHARM s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Lekáreň na Sihoti, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Mandragora ZA, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
PharmDr. Henrieta Hazuchová;Preseľany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
FARMACENT, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Valéria Kováčiková-Lekáreň GALENOS;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Hedviga Katonová - PARAGRANUM s.r.o.;Topoľníky;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
PHARMACY - HC, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr.Zuzana Krahulíková;Hnúšťa;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
Mgr. Jana Stachá;Rimavská Sobota;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
FARMIS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Poliklinika Senica, n.o.;Senica;Okres Senica;Trnavský kraj;0,00;0,00;;;;
MEDIUS PHARM s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Ruža, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RETIA, a.s.- Lekáreň RETIA;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
Pharmeco, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Mgr. Imrich Weisz - lekáreň PRI NEMOCNICI;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Jana Zahradníková;Stupava;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
UNAMED, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Lamač, ANGE s.r.o.;Bratislava - Lamač;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
FARMASAB, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
LEKÁREŇ V KRUHU s. r. o.;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Merchandise s.r.o.;Košice - Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
PROTOVIK, s.r.o.;Hucín;Okres Revúca;Banskobystrický kraj;0,00;0,00;;;;
Detská fakultná nemocnica Košice;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
KMŠ, s.r.o., Miloslav Chmeliar;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-BA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-BR, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMSOB, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-BL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Soňa Vrabcová, Výdajňa zdravot.potrieb-S.V.;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
APOTHEKA ESSENTIAE, s.r.o.;Bratislava - Vrakuňa;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
BAX PHARMA, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
Mgr. Daniela Abaffyová, lekáreň IGNATIA;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
PharmDr.Daniela Poláčková,lekáreň NA BULVÁRI;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Mgr.  Dana Dubajová;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Cyprián IK s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
FARMAHE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMSPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMASPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MEDICENTRUM BREZNO s.r.o.;Brezno;Okres Brezno;Banskobystrický kraj;0,00;0,00;;;;
ARIES 94 s.r.o.;Bratislava - Vajnory;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
Jaroslav Šefčík - ŠEFPROT;Reca;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
REHA SLOVAKIA, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
LDH, s. r. o. - PharmDr. Dušan Hesko;Červeník;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
Hypericum s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Farmake Plus s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-KS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Pharmedic s.r.o.;Krupina;Okres Krupina;Banskobystrický kraj;0,00;0,00;;;;
APAOMA, s. r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
E.P.A. ZDRAVIE, s.r.o.;Malacky;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
PharmDr. Mária Uheláková, lekáreň  ALMA;Pavlovce nad Uhom;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Farmsvik, spol. s ručením obmedzeným Prešov;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Ján Kmec, JKF s.r.o.;Košice - Sídlisko KVP;Okres Košice II;Košický kraj;0,00;0,00;;;;
V.R.P. ZDRAVIE s.r.o.;Malacky;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
HAKRA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň FICARIA s.r.o.;Kráľovský Chlmec;Okres Trebišov;Košický kraj;0,00;0,00;;;;
PHARMACY - PO, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Falck Pharma s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
FARMAMICH, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň KARMEL, s.r.o.;Trstená;Okres Tvrdošín;Žilinský kraj;0,00;0,00;;;;
U Galena s.r.o.;Šahy;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Mgr. Mária Geschwandtnerová - Lekáreň ALTHEA;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Pharm.Dr.Mária Czikorová;Rimavská Sobota;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
Duslo, a.s.;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
TATRAN Prešov, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Air Products Slovakia, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
APOTHEKA, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
R.A.C. Bratislava, spol. s r.o.;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
LEKÁREŇ NITRIANSKE RUDNO s. r. o.;Nitrianske Rudno;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Farm NM, s. r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAMEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Berceliová Magdaléna - MEDMOL, s.r.o.;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
EDDIE, s.r.o.;Lučenec;Okres Lučenec;Banskobystrický kraj;0,00;0,00;;;;
Alena Ivanová - ALMED;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
PREPHARE, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
FARMAPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RNDr. Vasilka Zacharová, lekáreň VERBENA;Bratislava - Dúbravka;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
MEDIA TRADE spol. s r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
SALVATOR PHARMACIA, s.r.o.-Ing.Tibor Bubeník;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Ing. Jozef Fačkovec - MFC, s.r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
KK pharm, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Rabeno, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
NUUK, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
M.J.TEAM, s.r.o.;Zvolen;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
PharmDr. Peter Srovnalík;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
PHARMACY - JL, spol. s r.o., Ing. Karol Schneider;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň ZORNICA, s. r. o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
FARMALUK, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RNDr. Justína Dubajová HOMEO NITRA;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Becomed, s.r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
FARMAMI, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAKOM Prešov, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMALEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - VV, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ARNICA PLUS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-KE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMIX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - TIPTOP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
DAM PLUS spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MIBARD, s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Mestská Lekáreň ATRIUM, spol. s r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
hc&ph, s.r.o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;0,00;0,00;;;;
LM pharm spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
NaturePharm s.r.o.;Krupina;Okres Krupina;Banskobystrický kraj;0,00;0,00;;;;
PR Slovakia, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
W + W, spol. s r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
PhMr. Mária Balážová - MEDIKAMENT, s.r.o.;Boleráz;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Centrum VT s.r.o., Mgr. Barkociová;Nižný Hrušov;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
WALMARK, s.r.o. ;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň SVRČINOVEC, s.r.o.;Svrčinovec;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Mgr. Silvia Otrubčiaková - Lekáreň ŠALVIA;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;0,00;0,00;;;;
Linde Gas k.s.;Bratislava - Vajnory;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
Lekáreň ANNA MÁRIA plus, s.r.o.;Oščadnica;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
FARMAPAP, spol. s r.o;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Spasiteľ s.r.o.;Zvolen;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
Iveta Nezbedová, Pharmacy Mirko s.r.o.;Košice - Sídlisko Ťahanovce;Okres Košice I;Košický kraj;0,00;0,00;;;;
DSV Solutions Slovakia s. r. o.;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
PharmDr.Jozef Baliga;Rimavská Sobota;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
GALVEX, spol. s r.o., PharmDr. Libuše Kamasová;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
