PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2018;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
Lekaren KAMILKA Cadca, s.r.o;Stará Bystrica;Okres Čadca;Žilinský kraj;420,00;;;;;
Lekáreň pri mlyne, s.r.o.;Nová Bystrica;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Castanea,s.r.o.;Martin;Okres Martin;Žilinský kraj;96,00;;;;;
Kysucká lekárenská, s. r. o.;Kysucké Nové Mesto;Okres Kysucké Nové Mesto;Žilinský kraj;180,00;;;;;
Pharmcentrum,s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Senium Medica s.r.o.;Martin;Okres Martin;Žilinský kraj;42 721,91;;;;;
Katema s.r.o.;Kláštor pod Znievom;Okres Martin;Žilinský kraj;0,00;0,00;;;;
PharmDr. Igor Minarovič, PhD.;Čadca;Okres Čadca;Žilinský kraj;;;;;;
Mgr.Jiřina Medvecká;Zázrivá;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
Výdajňa ZP;Kysucké Nové Mesto;Okres Kysucké Nové Mesto;Žilinský kraj;0,00;0,00;;;;
PharmDr.Ida Krupinská, lekáreň IDA;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
PharmDr. Eva Roziaková;Sučany;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Profipharma s.r.o;Rudina;Okres Kysucké Nové Mesto;Žilinský kraj;2 500,00;2 900,00;;;;
Bea,s.r.o;Rabča;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
PHAREX, s.r.o.;Martin;Okres Martin;Žilinský kraj;251 915,56;5 548,24;;;;
Lekria s.r.o;Žilina;Okres Žilina;Žilinský kraj;87,50;;;;;
Avicena LM;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
LEKAREN ASTER, s.r.o;Lokca;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
RD Medical Trade s.r.o.;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;200,00;;;200,00;;10,00
Farmácia Martin a.s.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
lekáreň Mandragora ZA,s.r.o.;Žilina;Okres Žilina;Žilinský kraj;811,00;;;;;
Teplická lekáreň;Turčianske Teplice;Okres Turčianske Teplice;Žilinský kraj;500,00;1 500,00;;;;
Lekáreň Košťany s.r.o.;Košťany nad Turcom;Okres Martin;Žilinský kraj;0,00;0,00;;;;
AUDIOCENTRUM SK, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;384,79;;;;;
Pharmliptov s.r.o.;Liptovský Hrádok;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
Lekáreň pri Galérii, s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň u Štefánika, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Čadca,s.r.o.;Čadca;Okres Čadca;Žilinský kraj;;;;;;
Melissa Martin s.r.o;Martin;Okres Martin;Žilinský kraj;;;;;;
Lekáreň Teplička;Rosina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Eva Martin s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
CA-Pharmacy s.r.o.;Čadca;Okres Čadca;Žilinský kraj;100,00;50,00;;100,00;;0,00
ViaNatura s.r.o.;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
Extenza medical s.r.o.;Martin;Okres Martin;Žilinský kraj;500,00;0,00;;;;
Demropolis;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň Oščadnica, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;;;;;;
GMP service s.r.o.;Martin;Okres Martin;Žilinský kraj;;;;;;
ELVA Pharma SLOVAKIA s.r.o.;Žilina;Okres Žilina;Žilinský kraj;4 953,00;2 661,00;;2 033,20;;627,79
AtB Pharma s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň Slamka s.r.o.;Dlhá nad Oravou;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
Ing. Jozef Fačkovec - MFC, s.r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
FEMINIA Family s.r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
PharmDr. Jana Zahradníková;Stupava;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
MELLIPHARM, s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
TREMED s. r. o.;Trenčianske Stankovce;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Falck Pharma s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
FORTUNAPHARM s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Cyprián IK s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
SANTÉ s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
EMA, spol. s r.o., Košice;Košice - Sídlisko KVP;Okres Košice II;Košický kraj;0,00;0,00;;;;
PHARMACY - VV, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMALEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ARNICA PLUS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Farmex, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PROTETIKA, a.s.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
ARTMED, spol. s r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Vivax Healthcare, s. r. o. ;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
VAMIR s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
BAX PHARMA, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
BIONT, a.s.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
SPRINGTIME, s.r.o.;Hajnáčka;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
Vista Point s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
PharmDr. Aurélia Gráfelová - Lekáreň RÉLIA;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
LEKÁREŇ NITRIANSKE RUDNO s. r. o.;Nitrianske Rudno;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
CITYPHARM, s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
Farm NM, s. r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAMEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
W+W+W, s. r. o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Remedia Košice, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ELANFIT s.r.o. - Mgr. Katarína Knotková;Gbely;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Mgr. Peter Niklíček, Lekáreň AESCULAP;Rimavská Sobota;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
REALMED, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
Balsam, s.r.o.-p.Mihoková;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
7R PANMED, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Biotika, a.s.;Slovenská Ľupča;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň Ezoterika s.r.o.;Tešedíkovo;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
FARMASAB, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Farmake s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Zoltán Horňák, GRAPHITES s.r.o.;Košice - Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
MI pharma s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Imrich Weisz - lekáreň PRI NEMOCNICI;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Farm MI s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
AUDIOFON, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
BSC Logistics s. r. o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
TATRAN Prešov, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
"Mgr. Katarína Lázárová - lekáreň ""LAZARUS""";Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
RASA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
"LEKÁREŇ  "" U RAKA "" s.r.o.";Trstice;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Marta Adámiková - Výdajňa zdrav.pomôcok;Žiar nad Hronom;Okres Žiar nad Hronom;Banskobystrický kraj;0,00;0,00;;;;
V.R.P. ZDRAVIE s.r.o.;Malacky;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
Duslo, a.s.;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
FARMDIS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RC & T  Detva s.r.o.;Detva;Okres Detva;Banskobystrický kraj;0,00;0,00;;;;
JAWEX s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
IRIS plus, spol. s r.o.;Zlaté Moravce;Okres Zlaté Moravce;Nitriansky kraj;0,00;0,00;;;;
Mgr. Mrižová Anna, Lekáreň VALERIANA s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
LEKÁREŇ U SPASITEĽA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAMI, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MERCIPHARM s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Argentum, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
MedVan, s.r.o.;Viničné;Okres Pezinok;Bratislavský kraj;0,00;0,00;;;;
MEDIUM-MED, s.r.o.;Bojnice;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
FARMAVES, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-KE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Arnica Montana BB, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
"Mgr. Helena Babínová - Lekáreň ""Pri kostole""";Hul;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
PharmDr.Erika Suchardová-Lekáreň ES;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Prior, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň Petržalská tržnica s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
DATATEL, spol.s r.o. Košice;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Medpartner s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
JERA s.r.o.;Bánov;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
"PharmDr. Sylvia Marišová - Lekáreň ""Sylvia""";Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Medirex Servis, s.r.o.;Pezinok;Okres Pezinok;Bratislavský kraj;0,00;0,00;;;;
Mgr. Hana Gombošová-lekáreň Kamilka;Vinné;Okres Michalovce;Košický kraj;0,00;0,00;;;;
PHARMACY-RK, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Detská fakultná nemocnica Košice;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň Samaritán, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
PHARMACY - PO, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
VIVAX EuroAsia, s.r.o.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
ORTOTECH, spol. s r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Pharm.Dr. Stanislava Gulová;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
UNAMED, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMABLA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
E.P.A. ZDRAVIE, s.r.o.;Malacky;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
HEKAS, s.r.o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;0,00;0,00;;;;
Zdravmatsk, s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
FARMAKOL spol.s r.o.Ľubotice;Ľubotice;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Rotpharm, s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
URTIKA s.r.o.;Rimavská Sobota;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
TRANSMEDIC SLOVAKIA, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
GMP service s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň Narcis s.r.o.,  PharmDr. Mária Šimaljaková;Veľká Mača;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
MUDr. Juraj Puha - ARTEON, s.r.o.;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Avant s.r.o. ;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Hilda Petrovičová - LEKÁREŇ LIBRA;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
PHARMACY - PD s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-BR, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMSOB, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-BL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Erika Žužová, Lekáreň AKÁCIA;Trnava pri Laborci;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Dk-pharm, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMADIN, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
UNITRANS spol. s r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
PRO - TECH SK, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
FARMAKOŠ, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
TALENT PLUS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PROPERTIA MEDICA, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
PharmDr. Jela Húdiková, lekáreň  ALTHEA;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
M. Marczellová, SANITAS-zdrav.pomôcky s.r.o.;Košice - Nad jazerom;Okres Košice IV;Košický kraj;0,00;0,00;;;;
HROMSAN, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
ELI-PHARMA s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
FARMADEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Espharm, s.r.o.;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
Rabeno, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Top Pharmex Rišňovce spol. s r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
FARMAFARM, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň NIKA, s.r.o.;Nemšová;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
U ZELENÉHO HADA, spol. s r.o.;Zvolen;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
PR Slovakia, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
W + W, spol. s r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
FARMATOP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Mária Uheláková, lekáreň  ALMA;Pavlovce nad Uhom;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Farmsvik, spol. s ručením obmedzeným Prešov;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Ján Kmec, JKF s.r.o.;Košice - Sídlisko KVP;Okres Košice II;Košický kraj;0,00;0,00;;;;
PLUS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - KN, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PANMED.SK s.r.o. ;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
LPL s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
PHARMACY - PP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
TIMED, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
PharmDr. Marčeková - Lekáreň AMARA, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Harmonia PP s. r. o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
PHARMACY - HC, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MEDICENTRUM BREZNO s.r.o.;Brezno;Okres Brezno;Banskobystrický kraj;0,00;0,00;;;;
MED-FER, s.r.o.-Mgr.Ľuboš Ferenec;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
HEMO MEDIKA SERVICES s.r.o.;Košice - Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
Anthemis, s.r.o.;Šišov;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Jana Čarnoká - LEKÁREŇ ZDRAVIE;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
Red Angel s. r. o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
PharmDr. Slavomíra Šormanová;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
FARMIX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - TIPTOP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
DAM PLUS spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
LSPHARM, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
LEGAP, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
HERBAE, s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Mgr. Jana Balková - LEKÁREŇ CENTRUM;Lučenec;Okres Lučenec;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň na Sihoti, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Henrieta Hazuchová;Preseľany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
FARMAVA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ANEMAPHARM s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
TALENT, s r.o. Moldava nad Bodvou ;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň SALUS, s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Lekáreň Park, s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
FARMAMICH, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Farmaplus, spoločnosť s ručením obmedzeným;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMATIN, spol. s r.o., Lekáreň Stráňany;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Špecializovaná nemocnica sv.Svorada Zobor,n.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
SILMED, s. r. o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
MIS GROUPE s.r.o.;Lučenec;Okres Lučenec;Banskobystrický kraj;0,00;0,00;;;;
PUMED, s.r.o.;Trenčianske Stankovce;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
LEKÁREŇ RAČA, s.r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
PhMr. Mária Balážová - MEDIKAMENT, s.r.o.;Boleráz;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň MÁRIA, s.r.o.;Rajecké Teplice;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Echinacea, s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
RV pharm spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Radvanská lekáreň, spol. s r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Pharmpartner s. r. o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
+pharma arzneimittel s. r. o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
Mgr. Miroslava Rožoková, KAMÉLIA s.r.o.;Zemplínska Teplica;Okres Trebišov;Košický kraj;0,00;0,00;;;;
ELU Medical s.r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
Linde Gas k.s.;Bratislava - Vajnory;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
FARMAPAP, spol. s r.o;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Iveta Nezbedová, Pharmacy Mirko s.r.o.;Košice - Sídlisko Ťahanovce;Okres Košice I;Košický kraj;0,00;0,00;;;;
Lekáreň ŠUSTEKOVA, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Mgr. Iveta Bučuričová - Lekáreň PHARMACIA;Modra;Okres Pezinok;Bratislavský kraj;0,00;0,00;;;;
Lekáreň Ruža, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Pavel Pollák, lekáreň PROXIMA;Krompachy;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
GRIPAD SK, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
KELEK, s.r.o.;Košice - Vyšné Opátske;Okres Košice IV;Košický kraj;0,00;0,00;;;;
KMŠ, s.r.o., Miloslav Chmeliar;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Novomedic, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
FarmEko, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
TIPO, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
PharmDr. Ivica Blahútová, LEKÁREŇ TÍLIA 3;Likavka;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Mgr. Edita Kunová - Lekáreň PRI TATRE;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Pharmacum Nitra s.r.o. ;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
HEALTHCARE, s.r.o.;Košice - Nad jazerom;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Lekáreň Echinacea-Lendak, s. r. o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
Lekim, s.r.o.;Lozorno;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
"PharmDr.Štefančová Gabriela-Lekáreň ""Veča""";Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
Pharmedica Slovakia, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
SIAD Slovakia spol. s r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
FARMAKOV, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMABRA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
LIBERI, s.r.o.;Bratislava - Devínska Nová Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
Eu DENT, spol.s r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
ZIPFARM s.r.o.;Lackovce;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
PETRA - FARM, spol. s r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Mgr. Nora Poláková - Lekáreň Dolná Krupá;Dolná Krupá;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Pharmeco, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
DSV Solutions Slovakia s. r. o.;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
PHARMICA, spol. s r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
PharmDr.Jozef Baliga;Rimavská Sobota;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
