PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2017;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
Lekáreň ARNIKA MEDI s.r.o.;Habovka;Okres Tvrdošín;Žilinský kraj;0,00;0,00;;;;
AUDIOCENTRUM SK, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;196,90;;;;;
Lekareň POD KALVÁRIOU;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Lekáreň Centrum, s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň pri Galérii,s.r.o;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň u Štefánika, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Čadca, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;;;;;;
PharmDr.alena Sidorová;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň Teplička;Rosina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Eva Martin s.r.o.;Martin;Okres Martin;Žilinský kraj;30,00;30,00;;;;
Lekáreň VIA NATURA;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
Demropolis;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň Oščadnica,s.r.o., Lekáreň POD KALVÁRIOU;Oščadnica;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
GMP service s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
ELVA Pharma SLOVAKIA s.r.o.;Žilina;Okres Žilina;Žilinský kraj;8 424,24;3 541,00;;1 757,00;910,94;3 039,66
AtB Pharma s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Arnica Montana BB, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
RBProtetika s.r.o.;Lučenec;Okres Lučenec;Banskobystrický kraj;0,00;0,00;;;;
Aktak s.r.o.;Snina;Okres Snina;Prešovský kraj;0,00;0,00;;;;
Allmea pharma, s.r.o.;Tlmače;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
KMŠ, s.r.o., Miloslav Chmeliar;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Novomedic, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
PHARMACY - PD s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň ZORNICA, s. r. o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
FARMALUK, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
IKpharm, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Palmitas, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
ABSINT TREBIŠOV spol. s r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
PHARMACY - STL, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
K & K Salix s.r.o.;Tlmače;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Lekáreň SYNKA, s.r.o.;Terchová;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Cyprián IK s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
FARMAKOŠ, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
TALENT PLUS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
M. Marczellová, SANITAS-zdrav.pomôcky s.r.o.;Košice - Nad jazerom;Okres Košice IV;Košický kraj;0,00;0,00;;;;
HROMSAN, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
PHARMACY - KN, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
LPL s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
FARMANOV, spol. s r.o. ;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MEDATRON, spol. s r.o.;Bratislava - Rača;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
Pharma plus, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMACENT, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Zdravotnícke pomôcky u Michaela s.r.o.;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
UNAMED, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Narcis s.r.o.,  PharmDr. Mária Šimaljaková;Veľká Mača;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Silvia Kissová;Starý Hrádok;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
BIOXA Therapeutics, s. r. o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň sv. Anny s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Mgr. Zoltán Antal;Tornaľa;Okres Revúca;Banskobystrický kraj;0,00;0,00;;;;
Pharmagal, spol. s r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Extenza medical s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Alliance Healthcare s.r.o., organiz. zložka;Senec;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
MSM VZP s.r.o.;Holíč;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
PREPHARE, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
EMINA, spol. s r.o.- MVDr. Struk Viliam;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PE pharm spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMADIN, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Rabeno, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
NUUK, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAFARM, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-BA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-BR, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-BL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMSOB, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Erika Žužová, Lekáreň AKÁCIA;Trnava pri Laborci;Okres Michalovce;Košický kraj;0,00;0,00;;;;
VitalPharm, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Dk-pharm, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
LEKAND, s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
CUBICON, s. r. o.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
FARMACE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Pharmedic s.r.o.;Krupina;Okres Krupina;Banskobystrický kraj;0,00;0,00;;;;
APAOMA, s. r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Ivica Blahútová, LEKÁREŇ TÍLIA 3;Likavka;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Mgr. Edita Kunová - Lekáreň PRI TATRE;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Hedviga Katonová - PARAGRANUM s.r.o.;Topoľníky;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Merchandise s.r.o.;Košice - Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
Lekáreň ALPINIA, spol. s r.o.;Žiar nad Hronom;Okres Žiar nad Hronom;Banskobystrický kraj;0,00;0,00;;;;
PR Slovakia, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
W + W, spol. s r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
TEXTIPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ELI-PHARMA s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
ZEINOX s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
AUDIOFON, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
IM Pharma, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MEDIUM-MED, s.r.o.;Bojnice;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
FARMAVES, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - PO, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
VIVAX EuroAsia, s.r.o.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
AB PHARM s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
ORTOTECH, spol. s r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Pharm.Dr. Stanislava Gulová;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
HEALTHCARE, s.r.o.;Košice - Nad jazerom;Okres Košice IV;Košický kraj;0,00;0,00;;;;
FARMAPOP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
M.J.TEAM, s.r.o.;Zvolen;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
PharmDr. Viera Albertová Lekáreň Polianka;Jesenské;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
PROTOVIK, s.r.o.;Hucín;Okres Revúca;Banskobystrický kraj;0,00;0,00;;;;
Poliklinika Západ s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
PHARMACY-BE, sro - Ing.Schneider;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAVA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Fraštacká lekáreň, s.r.o.;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
Avant s.r.o. ;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Fresenius Medical Care Slovensko, s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
"Mgr. Katarína Lázárová - lekáreň ""LAZARUS""";Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Melissa Martin, s. r. o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Farkema Plus s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
KNOLL PHARMA s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
3M Slovensko s. r. o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
CORALEX, s. r. o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
DCX spol. s r. o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
SPRINGTIME, s.r.o.;Hajnáčka;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
Vista Point s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
NaturePharm s.r.o.;Krupina;Okres Krupina;Banskobystrický kraj;0,00;0,00;;;;
NISTAL, s.r.o. ;Vlky;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
Jaroslav Šefčík - ŠEFPROT;Reca;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
TALENT, s r.o. Moldava nad Bodvou ;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
V.R.P. ZDRAVIE s.r.o.;Malacky;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
RASA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MUDr.Slezák OCHRANA ZDRAVIA, s.r.o.;Tornaľa;Okres Revúca;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň Ruža, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Soňa Vrabcová, Výdajňa zdravot.potrieb-S.V.;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
ZV Pharma, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Pharmpartner s. r. o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
ZDRAVPOTREBY, s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Mgr. Miroslava Rožoková, KAMÉLIA s.r.o.;Zemplínska Teplica;Okres Trebišov;Košický kraj;0,00;0,00;;;;
PharmDr.Soňa Hubková,lekáreň APIA;Smrečany;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
Mgr. Imrich Weisz - lekáreň PRI NEMOCNICI;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Peter Mihálik Lekáreň PANACEA;Veľký Krtíš;Okres Veľký Krtíš;Banskobystrický kraj;0,00;0,00;;;;
Farm MI s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
GEMINI PHARM s.r.o.;Novosad;Okres Trebišov;Košický kraj;0,00;0,00;;;;
LEKÁREŇ U SPASITEĽA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAMI, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ZDRAVSVID s.r.o.;Svidník;Okres Svidník;Prešovský kraj;0,00;0,00;;;;
Mgr. Oľga Rusňáková;Spišské Vlachy;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
FARMAKOV, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMABRA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
KOROS s.r.o., Mária Koromházová;Sobrance;Okres Sobrance;Košický kraj;0,00;0,00;;;;
Eleonóra Kalačová;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Mgr. Anna Eviaková, lekáreň BELLADONNA;Veľký Krtíš;Okres Veľký Krtíš;Banskobystrický kraj;0,00;0,00;;;;
PHARMACY-KE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
"Mgr. Helena Babínová - Lekáreň ""Pri kostole""";Hul;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
JAWEX s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Mgr. Jana Vinceová  LEKAREŇ TESARSKE MLYŇANY;Zlaté Moravce;Okres Zlaté Moravce;Nitriansky kraj;0,00;0,00;;;;
VMVITA s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Mgr. Elena Greššová, ADONAI s.r.o.;Košice - Sever;Okres Košice I;Košický kraj;0,00;0,00;;;;
MEDIPHARM, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
APIS BEREHOVO spol. s r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
MERCIPHARM s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMABLA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
E.P.A. ZDRAVIE, s.r.o.;Malacky;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
"GEMED, s.r.o. ""v likvidácii""";Rimavské Janovce;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
Pharmeco, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
PHARMICA, spol. s r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
PharmDr.Jozef Baliga;Rimavská Sobota;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
ESIT, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
APOTHÉQUE lekáreň s. r. o., Mgr. Gonsorčíková Bukovinská Marta;Košice - Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
MESTSKÁ LEKÁREŇ, spol. s r.o. Krompachy;Krompachy;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
Pharmacy, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMLEK s.r.o.;Ľubotice;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Pharma, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
SANTÉ s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Convallaria s.r.o.;Gbelce;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
EMA, spol. s r.o., Košice;Košice - Sídlisko KVP;Okres Košice II;Košický kraj;0,00;0,00;;;;
PharmDr. Milan Prekop, lekáreň Zapotôčky;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
PROTETIKA, a.s.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
BSC Logistics s. r. o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
FedCor s.r.o. ;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ARGUS TREBIŠOV spol. s r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
Dr.Max 95 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Rotpharm, s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
GALVEX, spol. s r.o., PharmDr. Libuše Kamasová;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
InterMedical, s.r.o., Mgr. Juraj Porubský;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
ASCO International s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
MUDr. Miloš Laifer - L.C. Pharma, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
FARMAHE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMSPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Jana Selecká, VIVA spol. s r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
FARMAKOM Prešov, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMALEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
TATRAN Prešov, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACOPEA s.r.o.;Marcelová;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
FARMIS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MEDIUS PHARM s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Včela SP, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Duslo, a.s.;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
AZET PHARMA s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
MKpharm, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň MÁRIA, s.r.o.;Rajecké Teplice;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
PHARM VIDIEK spol. s r.o.;Hrochoť;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Medium Pharm, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RNDr. Eva Kasalová;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
PhMr. M. Kiššková, lekáreň NA ŠTRBSKOM PLESE;Štrba;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
PharmDr. Jana Zahradníková;Stupava;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
PHARMACY-SL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
APIS TREBIŠOV spol. s r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
FARMASAB, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
INTRAVENA s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Farmake s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Argentum, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
MEDICENTRUM BREZNO s.r.o.;Brezno;Okres Brezno;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň SALUS, s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Lekáreň Park, s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
RV pharm spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Radvanská lekáreň, spol. s r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
FARMALOG, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Spasiteľ s.r.o.;Zvolen;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
Iveta Nezbedová, Pharmacy Mirko s.r.o.;Košice - Sídlisko Ťahanovce;Okres Košice I;Košický kraj;0,00;0,00;;;;
Lucia Benediková, NOVOPHARM s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
PRO-medik s.r.o.;Bratislava - Devínska Nová Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
MEDISPERA, s.r.o.;Zvolen;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
Pharmedica Slovakia, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
SIAD Slovakia spol. s r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
PROPHARM s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
ZIPFARM s.r.o.;Lackovce;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
PETRA - FARM, spol. s r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
BAX PHARMA, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
Lekáreň - PharmDr. Rozália Šramová;Vinohrady nad Váhom;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
BIONT, a.s.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
Lekáreň ŽOS, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
VITAE PLUS, s.r.o.-PhMr. Emília Benková;Vrbové;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
MEDICAMENTUM s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
KK pharm, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Miroslava Ištvánová;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
LEGAP, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Mgr. Daniela Abaffyová, lekáreň IGNATIA;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
EMRAMA s.r.o.;Zvolen;Okres Zvolen;Banskobystrický kraj;0,00;0,00;;;;
MED TRUST Slovakia s. r. o.;Stupava;Okres Malacky;Bratislavský kraj;0,00;0,00;;;;
Duna - pharm, s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Biotika, a.s.;Slovenská Ľupča;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
PHARMACY - PR, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - VV, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ARNICA PLUS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
TIMED, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
FARMIX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
DAM PLUS spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - TIPTOP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Jana Balková - LEKÁREŇ CENTRUM;Lučenec;Okres Lučenec;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň Mandragora ZA, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
PharmDr. Jana Kročková;Svätý Jur;Okres Pezinok;Bratislavský kraj;0,00;0,00;;;;
LM pharm spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-MI, spol. s r.o.,Ing. Karol Schneider;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Lamač, ANGE s.r.o.;Bratislava - Lamač;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
MJ Lekáreň, s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Farm PK, s. r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - KF, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-RK, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Hana Gombošová-lekáreň Kamilka;Vinné;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Detská fakultná nemocnica Košice;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
